Machine Identifier,Site Session ID,Domain ID,Date of Activity,Time of Activity,Product Category ID,Product Name,product Quantity,Product Total Price,Basket Total,Most Education -- Head of Household,Census Region,Household Size,Oldest Age -- Head of Household,Household Income,Children Present,Racial Background,Connection Speed,Country of Origin,Zip Code,Domain Name
95066548,3.13554E+11,4.04667E+18,20121123,0:28:13,33,FM TRANSMITTER CAR CHARGER AND MOUNT COMPATIBLE WITH APPLE IPOD / IPHONE CAR ELECTRONICS N/A,1,14.71,19.19,99,3,3,8,7,1,1,1,1,32578,amazon.com
95067150,7.60725E+13,4.04667E+18,20120428,22:12:47,21,KING DAVID THE REAL LIFE OF THE MAN WHO RULED ISRAEL N/A,1,7,10.99,99,3,2,5,6,0,1,1,0,37601,amazon.com
95067150,7.79694E+13,4.04667E+18,20120422,14:53:21,23,NINJA DOMINATION III N/A,1,15.99,23.97,99,3,2,5,6,0,1,1,0,37601,amazon.com
95101084,3.14645E+11,4.04667E+18,20121212,10:53:15,23,DINOSAURS - THE COMPLETE FIRST AND SECOND SEASONS N/A,1,18.99,91.9,99,4,3,3,7,0,1,1,1,82301,amazon.com
95101084,3.14645E+11,4.04667E+18,20121212,10:53:15,23,ALF COMPLETE SEASONS 1-4 BUNDLE [DVD] MIHALY 'MICHU' MESZAROS N/A,1,39.99,91.9,99,4,3,3,7,0,1,1,1,82301,amazon.com
95101084,3.14645E+11,4.04667E+18,20121212,10:53:15,23,DINOSAURS - THE COMPLETE THIRD AND FOURTH SEASONS N/A,1,18.99,91.9,99,4,3,3,7,0,1,1,1,82301,amazon.com
95101084,3.14645E+11,4.04667E+18,20121212,10:53:15,23,TOUCHED BY AN ANGEL THE SPIRIT OF LIBERTY MOON [VHS] N/A,1,5.99,91.9,99,4,3,3,7,0,1,1,1,82301,amazon.com
95101084,3.55145E+11,4.04667E+18,20121030,19:40:06,1,QUICK SHINE DEEP CLEAN KIT N/A,1,15.98,38.73,99,4,3,3,7,0,1,1,1,82301,amazon.com
95101084,3.55145E+11,4.04667E+18,20121030,19:40:06,20,HOLLOWAY HOUSE #18811-3 27OZ QUICKSHINE CLEANER N/A,1,6.83,38.73,99,4,3,3,7,0,1,1,1,82301,amazon.com
95101084,3.62512E+11,4.04667E+18,20121106,16:01:43,23,THE LIGHT OF CHRISTMAS N/A,1,12.23,84.98,99,4,3,3,7,0,1,1,1,82301,amazon.com
95101084,3.62512E+11,4.04667E+18,20121106,16:01:43,23,THE CHRISTMAS LIST A NOVEL N/A,1,8,84.98,99,4,3,3,7,0,1,1,1,82301,amazon.com
95101084,3.62512E+11,4.04667E+18,20121106,16:01:43,23,THE CHRISTMAS SWEATER N/A,1,8,84.98,99,4,3,3,7,0,1,1,1,82301,amazon.com
95101084,3.62512E+11,4.04667E+18,20121106,16:01:43,23,THE SNOW ANGEL N/A,1,14.28,84.98,99,4,3,3,7,0,1,1,1,82301,amazon.com
95101084,3.62512E+11,4.04667E+18,20121106,16:01:43,21,A WINTER DREAM A NOVEL N/A,1,10.98,84.98,99,4,3,3,7,0,1,1,1,82301,amazon.com
95101084,3.62512E+11,4.04667E+18,20121106,16:01:43,21,FINDING NOEL A NOVEL N/A,1,13.57,84.98,99,4,3,3,7,0,1,1,1,82301,amazon.com
95101084,3.62512E+11,4.04667E+18,20121106,16:01:43,99,THE CAROUSEL N/A,1,7.99,84.98,99,4,3,3,7,0,1,1,1,82301,amazon.com
95101563,1.10536E+14,4.04667E+18,20120731,0:05:09,1,"ROCKWELL RW9121.3 SONICRAFTER 1-3/8-INCH STANDARD END CUT BLADE, 3-PIECE N/A",1,21.79,68.07,99,2,5,7,3,1,1,1,0,67674,amazon.com
95101563,1.10536E+14,4.04667E+18,20120731,0:05:09,8,"OSHLUN MMR-0110 1-1/3-INCH UNIVERSAL BI-METAL OSCILLATING TOOL BLADE FOR ROCKWELL SONICRAFTER, 10-PACK N/A",1,46.28,68.07,99,2,5,7,3,1,1,1,0,67674,amazon.com
95101563,3.53129E+11,4.04667E+18,20121126,16:03:10,8,FREUD LU97R010 10-INCH 80 TOOTH TCG DOUBLE SIDED LAMINATE AND MELAMINE CUTTING SAW BLADE WITH 5/8-INCH ARBOR AND PERMASHIELD COATING N/A,1,89.2,198.86,99,2,5,7,3,1,1,1,0,67674,amazon.com
95101563,3.53129E+11,4.04667E+18,20121126,16:03:10,11,TEAM SPORTS AMERICA CLG0103-643 GARDEN STATUE N/A,1,79.99,198.86,99,2,5,7,3,1,1,1,0,67674,amazon.com
95101563,3.53129E+11,4.04667E+18,20121126,16:03:10,4,STERLING SILVER WHITE ROUND DIAMOND HEART PENDANT (1/10 CTTW) N/A,1,39.99,198.86,99,2,5,7,3,1,1,1,0,67674,amazon.com
95101686,7.4103E+13,4.04667E+18,20120127,22:33:25,32,KODAK EASYSHARE M580 14 MP DIGITAL CAMERA WITH 8X WIDE ANGLE OPTICAL ZOOM AND 3.0-INCH LCD (BLUE) N/A,1,69,76.99,99,3,3,10,1,1,5,0,0,78573,amazon.com
95102037,3.34881E+11,4.04667E+18,20121203,2:25:56,1,\\1LUCKY\\1 LARGE HAMSA DARK BLUE STRING KABBALAH BRACELET WITH ROTATING \\1EVIL EYE\\1 HAMSA HAND - JEWISH JUDAICA AMULET PENDANT JEWELRY FOR \\1SUCCESS AND PROTECTION\\1 N/A,5,14.85,86.03,99,2,2,6,6,0,5,1,1,63367,amazon.com
95102037,3.34881E+11,4.04667E+18,20121203,2:25:56,99,A-APRENDE YA! CURSO DE GUITARRA N/A,1,21.75,86.03,99,2,2,6,6,0,5,1,1,63367,amazon.com
95102037,3.34881E+11,4.04667E+18,20121203,2:25:56,21,STAR OF DAVID CAR MEZUZAH WITH SCROLL N/A,1,12.75,86.03,99,2,2,6,6,0,5,1,1,63367,amazon.com
95102037,3.34881E+11,4.04667E+18,20121203,2:25:56,34,\\1LUCKY\\1 LARGE HAMSA RED STRING KABBALAH BRACELET WITH ROTATING \\1EVIL EYE\\1 HAMSA HAND - JEWISH JUDAICA AMULET PENDANT JEWELRY FOR \\1SUCCESS AND PROTECTION\\1 N/A,2,5.94,86.03,99,2,2,6,6,0,5,1,1,63367,amazon.com
95102037,3.34881E+11,4.04667E+18,20121203,2:25:56,1,"REMO TAMBOURINE, 10 DIAMETER, 8 PAIRS JINGLES X 2 ROWS, 'RELIGOUS DOVE' GRAPHIC N/A",1,19.88,86.03,99,2,2,6,6,0,5,1,1,63367,amazon.com
95102037,3.34881E+11,4.04667E+18,20121203,2:25:56,4,\\1LUCKY\\1 LARGE HAMSA PINK STRING KABBALAH BRACELET WITH ROTATING \\1EVIL EYE\\1 HAMSA HAND - JEWISH JUDAICA AMULET PENDANT JEWELRY FOR \\1SUCCESS AND PROTECTION\\1 N/A,1,2.97,86.03,99,2,2,6,6,0,5,1,1,63367,amazon.com
95102650,7.8493E+13,4.04667E+18,20120517,13:33:09,21,THE POWER OF LOGIC N/A,1,19.69,26.68,99,2,4,8,3,1,2,1,0,53209,amazon.com
95102650,7.89735E+13,4.04667E+18,20120502,1:48:51,21,"THE HUMANITIES CULTURE, CONTINUITY AND CHANGE, BOOK 1 PREHISTORY TO 200 CE (2ND EDITION) (HUMANITIES CULTURE, CONTINUITY & CHANGE) N/A",1,13.22,41.2,99,2,4,8,3,1,2,1,0,53209,amazon.com
95102650,7.89735E+13,4.04667E+18,20120502,1:48:51,21,"THE HUMANITIES CULTURE, CONTINUITY AND CHANGE, BOOK 2 200 CE TO 1400 (2ND EDITION) (HUMANITIES CULTURE, CONTINUITY & CHANGE) N/A",1,20,41.2,99,2,4,8,3,1,2,1,0,53209,amazon.com
95103084,1.0864E+14,4.04667E+18,20120712,19:19:17,99,NEW TOKYO DECADENCE - THE SLAVE N/A,1,17.99,42.15,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,1.0864E+14,4.04667E+18,20120712,19:19:17,21,"DEAD RECKONING (SOOKIE STACKHOUSE/TRUE BLOOD, BOOK 11) N/A",1,7.99,42.15,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,1.0864E+14,4.04667E+18,20120712,19:19:17,21,"A CARESS OF TWILIGHT (MEREDITH GENTRY, BOOK 2) N/A",1,10.2,42.15,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.09928E+11,4.04667E+18,20121201,16:02:39,23,CALIGULA (UNRATED EDITION) N/A,1,10.27,69.43,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.09928E+11,4.04667E+18,20121201,16:02:39,55,CHICAGO CUBS TEAM GLASS BASEBALL ORNAMENT N/A,1,9.49,69.43,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.09928E+11,4.04667E+18,20121201,16:02:39,54,DISNEY PRINCESS FAVORITE MOMENTS BELLE PLASTIC DOLL IN ORNAMENT BULB N/A,1,9.99,69.43,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.09928E+11,4.04667E+18,20121201,16:02:39,55,MR MONOPOLY CHRISTMAS ORNAMENT HOLIDAY DRESSED IN SANTA HAT N/A,1,16.99,69.43,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.09928E+11,4.04667E+18,20121201,16:02:39,55,OLD WORLD CHRISTMAS ARTIST'S PALETTE ORNAMENT N/A,1,11.95,69.43,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.3638E+11,4.04667E+18,20121126,18:17:28,54,2006 HALLMARK KEEPSAKE STAR WARS ANAKIN SKYWALKER AND OBI-WAN KENOBI N/A,1,34.99,39.98,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.3638E+11,4.04667E+18,20121126,18:17:28,55,GIRL AND IPOD OVAL ORNAMENT BY CAFEPRESS N/A,1,12.5,107.61,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.3638E+11,4.04667E+18,20121126,18:17:28,55,SILVER 8TH EIGHTH NOTE TREE ORNAMENT N/A,1,10.95,107.61,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.3638E+11,4.04667E+18,20121126,18:17:28,54,DISNEY / PIXAR CARS 2 MOVIE 155 DIE CAST CAR #26 LIGHTNING MCQUEEN WITH HUDSON HORNET PISTON CUP N/A,1,3.29,107.61,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.3638E+11,4.04667E+18,20121126,18:17:28,55,MARIO *R41 DECORATION ORNAMENT HOME PARTY CHRISTMAS TREE DECOR CARTOON MODEL SUPER MARIO BROS MUSHROOM TOADETTE (ORIGINAL FROM THEBESTMOMENT @ AMAZON) N/A,1,6.99,107.61,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.3638E+11,4.04667E+18,20121126,18:17:28,54,MARIO *R5 DECORATION HOME PARTY ORNAMENT CHRISTMAS NINTENDO SUPER MARIO BROS DAISY (ORIGINAL FROM THEBESTMOMENT @ AMAZON) N/A,1,6.99,107.61,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.3638E+11,4.04667E+18,20121126,18:17:28,55,FEMALE SINGER GLEE CLUB OR CHOIR CHRISTMAS ORNAMENT OR DECOR PERSONALIZE N/A,1,13,107.61,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.3638E+11,4.04667E+18,20121126,18:17:28,55,KURT ADLER 5-INCH GLASS US ARMY TANK FIGURAL ORNAMENT N/A,1,11.95,107.61,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.3638E+11,4.04667E+18,20121126,18:17:28,55,PERSONILIZED CHRISTMAS ORNAMENT GRADUATION GOWN N/A,2,15.98,107.61,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.3638E+11,4.04667E+18,20121126,18:17:28,54,LEAPFROG SHAPES AND SHARING PICNIC BASKET N/A,1,17.96,30.31,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,3.67078E+11,4.04667E+18,20121007,19:25:00,16,SANPELLEGRINO W/ BLOOD ORANGE 6 CANS / 11.15 FL OZ N/A,2,27.78,41.77,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,7.18975E+13,4.04667E+18,20120219,4:25:33,21,"DEMON'S FIRE (TALES OF THE DEMON WORLD, BOOK 3) N/A",1,15,84.9,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,7.18975E+13,4.04667E+18,20120219,4:25:33,21,"THE DEMON'S DAUGHTER (TALES OF THE DEMON WORLD, BOOK 1) N/A",1,7.99,84.9,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,7.18975E+13,4.04667E+18,20120219,4:25:33,21,"PRINCE OF ICE (TALES OF THE DEMON WORLD, BOOK 2) N/A",1,7.99,84.9,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,7.18975E+13,4.04667E+18,20120219,4:25:33,37,DEAD RECKONING A SOOKIE STACKHOUSE NOVEL (SOOKIE STACKHOUSE/TRUE BLOOD) N/A,1,7.99,84.9,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103084,7.48726E+13,4.04667E+18,20120228,18:42:13,10,"ALTOIDS CURIOUSLY STRONG MINTS, LIQUORICE, 1.76-OUNCE TINS (PACK OF 12) N/A",2,47.76,55.46,99,4,5,7,5,1,1,1,1,80918,amazon.com
95103265,7.53686E+13,4.04667E+18,20120201,2:39:45,21,CHAMBERMAID EBOOK SAIRA RAO KINDLE STORE N/A,1,7.69,12.17,99,1,4,6,3,1,1,1,0,7719,amazon.com
95103278,4.74307E+11,4.04667E+18,20120919,4:02:14,33,NEON GREEN SILICONE JELLY SKIN CASE COVER FOR NOKIA LUMIA 710 N/A,1,3.01,20,99,1,2,8,5,1,5,1,0,11377,amazon.com
95103278,4.74307E+11,4.04667E+18,20120919,4:02:14,1,VICTORIA'S SECRET HOPE PINK FRAGRANCE ROLLERBALL PARFUM A BILLE .25 NEW N/A,1,12,20,99,1,2,8,5,1,5,1,0,11377,amazon.com
95103278,7.63095E+13,4.04667E+18,20120116,23:09:44,32,POLAROID PIF-300 INSTANT FILM FOR 300 SERIES CAMERAS- 5 PACKS N/A,1,54.9,54.9,99,1,2,8,5,1,5,1,0,11377,amazon.com
95103278,7.72032E+13,4.04667E+18,20120511,4:06:44,21,"14,000 THINGS TO BE HAPPY ABOUT. REVISED AND UPDATED EDITION N/A",1,8.95,44.99,99,1,2,8,5,1,5,1,0,11377,amazon.com
95103278,7.72032E+13,4.04667E+18,20120511,4:06:44,21,WHAT DO YOU WANT TO DO BEFORE YOU DIE? N/A,1,12.07,44.99,99,1,2,8,5,1,5,1,0,11377,amazon.com
95103827,4.32119E+11,4.04667E+18,20120905,4:40:47,21,WILL POWER! A BIOGRAPHY OF WILL SMITH N/A,1,0.01,7,99,3,2,7,3,1,5,1,0,33712,amazon.com
95104029,1.00944E+14,4.04667E+18,20120627,10:57:46,31,TIVO TCD748000 PREMIERE XL DVR (BLACK) N/A,1,199.97,238.85,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,1.10334E+14,4.04667E+18,20120824,2:30:27,22,MEAN TAYLOR SWIFT MP3 DOWNLOADS N/A,1,0.99,5.47,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,1.10334E+14,4.04667E+18,20120824,2:30:27,23,MEAN (GLEE CAST VERSION) GLEE CAST MP3 DOWNLOADS N/A,1,1.29,5.77,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,1.10334E+14,4.04667E+18,20120824,2:30:27,23,HAPPY ENDINGS THE COMPLETE FIRST SEASON N/A,1,13.34,149.17,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,1.10334E+14,4.04667E+18,20120824,2:30:27,23,TRUE BLOOD THE COMPLETE FIRST SEASON (BLU-RAY/DVD COMBO + DIGITAL COPY) N/A,1,40.95,149.17,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,1.10334E+14,4.04667E+18,20120824,2:30:27,20,LOCK & LOCK HPL20BS 20-PIECE POLYPROPYLENE FOOD-STORAGE CONTAINER SET N/A,1,24.99,149.17,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,1.10334E+14,4.04667E+18,20120824,2:30:27,23,TRUE BLOOD THE COMPLETE FOURTH SEASON (BLU-RAY/DVD COMBO + DIGITAL COPY) N/A,1,39.47,149.17,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,1.10334E+14,4.04667E+18,20120824,2:30:27,17,BAD TEACHER (TWO-DISC BLU-RAY/DVD COMBO) N/A,1,16.53,149.17,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,1.10334E+14,4.04667E+18,20120824,0:09:06,1,KISS ME AGAIN (FEAT. ALEX GASKARTH) WE ARE THE IN CROWD MP3 DOWNLOADS N/A,1,0.99,5.47,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,1.11262E+14,4.04667E+18,20120821,2:58:05,23,SORDID LIVES N/A,1,8.47,53.27,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,1.11262E+14,4.04667E+18,20120821,2:58:05,16,"ANTHONY LOGISTICS FOR MEN SHAVE CREAM, 2 OUNCE N/A",2,17.36,53.27,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,1.11262E+14,4.04667E+18,20120821,2:58:05,23,50/50 [BLU-RAY] N/A,1,19.49,53.27,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.05345E+11,4.04667E+18,20121216,21:18:05,23,NATIONAL LAMPOON'S CHRISTMAS VACATION [BLU-RAY] N/A,1,8,26.32,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.05345E+11,4.04667E+18,20121216,21:18:05,23,UNCLE BUCK [BLU-RAY/DVD COMBO + DIGITAL COPY] N/A,1,9.99,26.32,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.05345E+11,4.04667E+18,20121216,21:18:05,9,"WILTON 570-1121 EASY FLEX 3-PIECE SILICONE SPATULA SET, BLUE N/A",1,8.33,26.32,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.18432E+11,4.04667E+18,20121130,2:44:01,48,DAYLIGHT MAROON 5 MP3 DOWNLOADS N/A,1,0.99,5.47,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.18432E+11,4.04667E+18,20121130,2:44:01,23,THIS KISS CARLY RAE JEPSEN MP3 DOWNLOADS N/A,1,0.99,5.47,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.18432E+11,4.04667E+18,20121130,2:44:01,48,GUARDIAN ALANIS MORISSETTE MP3 DOWNLOADS N/A,1,1.29,5.77,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.18432E+11,4.04667E+18,20121130,2:44:01,23,DIE YOUNG KE$HA OFFICIAL MUSIC N/A,1,1.29,5.77,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.18432E+11,4.04667E+18,20121130,2:44:01,10,I CRY FLO RIDA OFFICIAL MUSIC N/A,1,0.99,5.47,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.18432E+11,4.04667E+18,20121130,2:44:01,17,LITTLE TALKS OF MONSTERS AND MEN MP3 DOWNLOADS N/A,1,0.99,5.47,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.18432E+11,4.04667E+18,20121130,2:44:01,22,GIRL ON FIRE (MAIN VERSION) ALICIA KEYS OFFICIAL MUSIC N/A,1,1.29,5.77,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.18432E+11,4.04667E+18,20121130,2:44:01,23,DON'T YOU WORRY CHILD (RADIO EDIT) [FEAT. JOHN MARTIN] SWEDISH HOUSE MAFIA OFFICIAL MUSIC N/A,1,0.99,5.47,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.18432E+11,4.04667E+18,20121130,2:44:01,17,CATCH MY BREATH KELLY CLARKSON OFFICIAL MUSIC N/A,1,1.29,5.77,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.18432E+11,4.04667E+18,20121130,2:44:01,48,OATH CHER LLOYD FEAT. BECKY G MP3 DOWNLOADS N/A,1,1.29,5.77,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.46979E+11,4.04667E+18,20121126,2:56:07,16,ANTHONY LOGISTICS FOR MEN GLYCOLIC FACIAL CLEANSER 8 OZ N/A,1,18.35,85.51,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.46979E+11,4.04667E+18,20121126,2:56:07,9,VINOAIR WINE AERATOR N/A,1,14.95,85.51,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.46979E+11,4.04667E+18,20121126,2:56:07,16,"ANTHONY LOGISTICS FOR MEN SHAVE CREAM, 6 OUNCE N/A",2,32,85.51,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,3.46979E+11,4.04667E+18,20121126,2:56:07,33,AMAZONBASICS PROTECTIVE TPU CASE WITH SCREEN PROTECTOR FOR AT&T AND VERIZON IPHONE 4 AND IPHONE 4S (SMOKE) N/A,1,8.99,85.51,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,4.02721E+11,4.04667E+18,20121008,0:18:22,17,FLESHJACK PURE MALE MASTURBATOR N/A,1,55.55,62.08,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,4.05849E+11,4.04667E+18,20121001,12:52:13,32,CANON POWERSHOT ELPH 300 HS 12.1 MP DIGITAL CAMERA (BLACK) N/A,1,203.94,203.94,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,4.05851E+11,4.04667E+18,20121003,1:01:56,21,"UROPATHOLOGY A VOLUME IN THE HIGH YIELD PATHOLOGY SERIES (EXPERT CONSULT - ONLINE AND PRINT), 1E N/A",1,174.31,368.96,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,4.05851E+11,4.04667E+18,20121003,1:01:56,21,"DERMATOPATHOLOGY A VOLUME IN THE HIGH YIELD PATHOLOGY SERIES (EXPERT CONSULT - ONLINE AND PRINT), 1E N/A",1,189.67,368.96,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.22994E+13,4.04667E+18,20120103,1:06:41,16,ANTHONY LOGISTICS FOR MEN SHAVE CREAM N/A,1,10.49,35.75,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.22994E+13,4.04667E+18,20120103,1:06:41,16,"ANTHONY LOGISTICS FOR MEN SHAVE CREAM, 6 OUNCE N/A",1,10.49,35.75,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.22994E+13,4.04667E+18,20120103,1:06:41,9,NICHOLAS VINOAIR WINE AERATOR N/A,1,14.77,35.75,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.31628E+13,4.04667E+18,20120122,3:30:28,48,GOOD FEELING MUSIC DOWNLOAD,1,0.99,0.99,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.38969E+13,4.04667E+18,20120408,2:20:47,48,EVERYBODY TALKS MUSIC DOWNLOAD,1,0.99,0.99,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.38969E+13,4.04667E+18,20120408,0:10:05,48,WILD ONES (FEAT. SIA) MUSIC DOWNLOAD,1,0.99,0.99,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.38969E+13,4.04667E+18,20120408,0:10:05,48,"YOUNG, WILD & FREE (FEAT. BRUNO MARS) MUSIC DOWNLOAD",1,0.99,0.99,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.45239E+13,4.04667E+18,20120126,12:44:13,16,DEGREES BY 180'S MENS BLACK FLEECE EAR WARMERS N/A,1,10.99,46.87,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.45239E+13,4.04667E+18,20120126,12:44:13,13,"SIMPLY ASIA NOODLES, ROASTED PEANUT SAUCE & ROASTED PEANUT TOPPING, 11-OUNCE CONTAINERS (PACK OF 6) N/A",1,17.94,46.87,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.46521E+13,4.04667E+18,20120324,18:36:36,48,A REAL HERO MUSIC DOWNLOAD,1,0.89,0.89,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.46521E+13,4.04667E+18,20120324,18:36:36,48,BETTER THAN I KNOW MYSELF MUSIC DOWNLOAD,1,1.29,1.29,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.46521E+13,4.04667E+18,20120324,18:36:36,48,IF I HAD YOU MUSIC DOWNLOAD,1,1.29,1.29,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.46521E+13,4.04667E+18,20120324,18:36:36,48,FINE BY ME MUSIC DOWNLOAD,1,0.99,0.99,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.48989E+13,4.04667E+18,20120228,20:20:08,48,GLAD YOU CAME (GLEE CAST VERSION) MUSIC DOWNLOAD,1,1.29,1.29,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.48989E+13,4.04667E+18,20120228,20:20:08,48,STRONGER (WHAT DOESN'T KILL YOU) MUSIC DOWNLOAD,1,1.29,1.29,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.48989E+13,4.04667E+18,20120228,20:20:08,48,TURN ME ON (FEAT. NICKI MINAJ) MUSIC DOWNLOAD,1,0.99,0.99,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.4949E+13,4.04667E+18,20120220,0:01:19,48,WHITNEY THE GREATEST HITS MUSIC DOWNLOAD,1,14.99,14.99,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.50133E+13,4.04667E+18,20120325,5:01:35,48,CAUGHT UP IN YOU MUSIC DOWNLOAD,1,0.99,0.99,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.57916E+13,4.04667E+18,20120331,20:34:41,48,WHEN YOU SAY NOTHING AT ALL - DEMONSTRATION VERSION MUSIC DOWNLOAD,1,0.99,0.99,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.57916E+13,4.04667E+18,20120331,20:34:41,48,WHEN YOU SAY NOTHING AT ALL MUSIC DOWNLOAD,1,0.99,0.99,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.57916E+13,4.04667E+18,20120331,20:34:41,48,EYES OPEN MUSIC DOWNLOAD,1,0.99,0.99,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.61932E+13,4.04667E+18,20120318,10:01:32,48,DRIVE BY MUSIC DOWNLOAD,1,1.29,1.29,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.63404E+13,4.04667E+18,20120116,0:50:06,13,"GUYLIAN EXTRA DARK BELGIAN CHOCOLATE SEA SHELLS, 8.82 OZ N/A",2,37.98,37.98,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.69656E+13,4.04667E+18,20120301,4:09:54,48,HOW WILL I KNOW MUSIC DOWNLOAD,1,1.29,1.29,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.69656E+13,4.04667E+18,20120301,4:09:54,48,I WANNA DANCE WITH SOMEBODY MUSIC DOWNLOAD,1,1.29,1.29,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.73325E+13,4.04667E+18,20120328,1:56:35,48,NEVER TEAR US APART (LP VERSION) MUSIC DOWNLOAD,1,0.99,0.99,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.73325E+13,4.04667E+18,20120328,1:56:35,48,EVERYBODY WANTS TO RULE THE WORLD MUSIC DOWNLOAD,1,0.99,0.99,99,3,1,11,7,0,1,1,0,60611,amazon.com
95104029,7.78001E+13,4.04667E+18,20120401,1:45:24,48,GLAD YOU CAME MUSIC DOWNLOAD,1,0.99,0.99,99,3,1,11,7,0,1,1,0,60611,amazon.com
